?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_0005326>	"An arrangement of closely apposed microtubules running parallel to each other in the axon hillock and initial segment."	"GO:1901589"
<http://purl.obolibrary.org/obo/XAO_0004036>	"Avascular GAG-rich matrix that is mineralized."	
<http://purl.obolibrary.org/obo/XAO_0004545>	"A nucleus that is situated in the brainstem."	
<http://purl.obolibrary.org/obo/XAO_0004344>	"Muscle that arises on part of the chondrocranium and passes to the ventro-lateral region of the cerato-branchialia. It originates on the ventrolateral process of the palatoquadrate."	
<http://purl.obolibrary.org/obo/XAO_0004410>	"Mesenchyme that occupies the interdigital region of a limb bud."	
<http://purl.obolibrary.org/obo/XAO_0003219>	"The layer within the retina where the photoreceptor cell bodies reside."	"UBERON:0001789"
<http://purl.obolibrary.org/obo/XAO_0004168>	"The vein that crosses the brain dorsally, parallel with the mid-cerebral vein, and meets the metencephalic artery."	
<http://purl.obolibrary.org/obo/XAO_0004311>	"A portion of limb tissue that is re-growing after damage or amputation."	
<http://purl.obolibrary.org/obo/XAO_0003169>	"Subdivision of skeleton that includes all dermal bones in the cranial skeleton."	"UBERON:0003113"
<http://purl.obolibrary.org/obo/XAO_0005257>		
<http://purl.obolibrary.org/obo/XAO_0000362>	"Artery consisting of many branches which supply blood to various organs in the viscus. One of the major blood vessels, branching off the dorsal aorta and supplying the embryonic foregut organs: liver, stomach, intestine, spleen and pancreas."	
<http://purl.obolibrary.org/obo/XAO_1000014>	"Nieuwkoop and Faber stage 4, corresponding to an embryo of age 2 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Advanced eight cell stage. Dorsal micro- and macromeres usually smaller than ventral ones; dorsal micromeres less pigmented than ventral ones. Length: 1.4 - 1.5 mm."	"UBERON:0007236"
<http://purl.obolibrary.org/obo/XAO_0004276>	"Skeletal element that is composed of bone tissue."	"UBERON:0001474"
<http://purl.obolibrary.org/obo/XAO_0003013>	"Anatomical structure that is a primary subdivision of the whole organism."	"CARO:0000032 UBERON:0000475"
<http://purl.obolibrary.org/obo/XAO_0000406>	"Trunk somite that is initially the fifth somite, first forming around NF stage 19 and becoming more anteriorly positioned as the head somites degenerate. It is the most anterior somite by NF stage 45 and is adjacent to the otic vesicle."	
<http://purl.obolibrary.org/obo/XAO_0000036>	"Ectodermal roof of the blastocoel."	
<http://purl.obolibrary.org/obo/XAO_0005221>	"Anatomical region that overlaps the anterior and dorsal regions of a body or body part."	
<http://purl.obolibrary.org/obo/XAO_0000275>	"A depression on the head of the embryo that becomes converted into a nasal passage."	"UBERON:0005870"
<http://purl.obolibrary.org/obo/XAO_0000414>	"Mesenchymal cells that break from the sclerotome. Such cells migrate from the somite to surround the notochord."	
<http://purl.obolibrary.org/obo/XAO_0005216>	"Anatomical region anteriorly located on the body or body part."	
<http://purl.obolibrary.org/obo/XAO_0004368>	"Cartilaginous element comprising cartilages that articulate with Meckel's cartilage in the lower jaw and are fused medially."	
<http://purl.obolibrary.org/obo/XAO_0005262>	"The anterior part of the dorsal fin."	
<http://purl.obolibrary.org/obo/XAO_0004399>	"Regenerating tissue that forms the outer layer of wound epidermis."	
<http://purl.obolibrary.org/obo/XAO_0004228>	"Laterally located vein that drains the ventral abdominal wall."	
<http://purl.obolibrary.org/obo/XAO_0000390>	"Vein in the tail returning blood from the trunk and tail to the heart, leading directly into the posterior cardinal vein in the posterior trunk."	"UBERON:0003088"
<http://purl.obolibrary.org/obo/XAO_0004422>	"Ganglion that develops from a cranial ectodermal placode and contains sensory neurons that innervate the posterior lateral line system."	
<http://purl.obolibrary.org/obo/XAO_0003162>	"Anatomical structure that consists of cell parts and cell substances and together does not constitute a cell or a tissue."	"CARO:0000040 UBERON:0000476"
<http://purl.obolibrary.org/obo/XAO_0005258>		
<http://purl.obolibrary.org/obo/XAO_0000090>	"Primary germ layer that lies remote from the surface of the embryo and gives rise to internal tissues such as gut."	"UBERON:0000925"
<http://purl.obolibrary.org/obo/XAO_0003220>	"Fiber layer adjacent the retinal ganglion cell layer that comprises its axons as they traverse to the optic nerve."	"UBERON:0001793"
<http://purl.obolibrary.org/obo/XAO_0004457>	"Ganglion that develops from a cranial ectodermal placode and contains sensory neurons that innervate a lateral line."	
<http://purl.obolibrary.org/obo/XAO_0005201>	"An axis that extends from the animal end of an egg or early embryo to the opposite, vegetal end."	
<http://purl.obolibrary.org/obo/XAO_0003237>	"A cell of ectomesenchymal origin concerned with the formation of the layer of cementum on the roots of teeth."	"CL:0000061"
<http://purl.obolibrary.org/obo/XAO_0006052>	"Subsystem of the immune system that is composed of specialized, systemic cells and processes that eliminate pathogens or prevent their growth."	
<http://purl.obolibrary.org/obo/XAO_0005067>	"A longitudinal fold of the wall projecting into the cavity of the intestine."	
<http://purl.obolibrary.org/obo/XAO_1000078>	"Nieuwkoop and Faber stage 66, corresponding to a tadpole of age about 58 days at 22-24 Celsius and having the following external morphological criteria: Border lines between adult skin areas disappeared. Tail only a very small triangle, no longer visible from ventral side."	
<http://purl.obolibrary.org/obo/XAO_0003041>	"Anatomical structure that has as its parts two or more multi-tissue structures of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona fide boundaries from other distinct anatomical structures of different types."	"UBERON:0003103 CARO:0000024"
<http://purl.obolibrary.org/obo/XAO_0000354>	"One of three branches of the internal carotid artery, the palatine artery supplies the mouth region."	
<http://purl.obolibrary.org/obo/XAO_0000415>	"Mesenchymal covering surrounding the notochord, derived from sclerotomal mesenchyme."	
<http://purl.obolibrary.org/obo/XAO_0004491>	"The apical region of a developing hindlimb bud which will form the autopod segment of the hindlimb."	
<http://purl.obolibrary.org/obo/XAO_0005183>	"An interneuron which starts to grow on one side of the body and navigates in the ventral direction."	
<http://purl.obolibrary.org/obo/XAO_0005259>		
<http://purl.obolibrary.org/obo/XAO_0004389>	"Ganglion in the midbrain that gives rise to the fibers of the oculomotor nerve."	"UBERON:0001715"
<http://purl.obolibrary.org/obo/XAO_0004177>	"Vessel into which intersomitic vessels enter in a regular pattern at each intersomitic junction. Posterior to the gut, the DLAV drains into the fused posterior cardinal vein by a minor right branch and a major left branch. By NF stage 36 the DLAV extends fully to the tip of the tail."	
<http://purl.obolibrary.org/obo/XAO_0003186>	"A region of the whole organism that contains a recognizable set of structures or anatomical entities."	
<http://purl.obolibrary.org/obo/XAO_0004202>	"Odontogenic tissue that is avascular non-mineralized matrix that is deposited by preameloblast and ameloblasts that are excluded from the matrix."	"UBERON:0011588"
<http://purl.obolibrary.org/obo/XAO_0004235>	"The larval stomach."	
<http://purl.obolibrary.org/obo/XAO_0004308>	"Any of the non-neuronal cells that maintain homeostasis, form myelin, and provide support and protection for neurons in the brain, and for neurons in other parts of the nervous system such as in the autonomic nervous system. Neural crest derived."	"CL:0000125"
<http://purl.obolibrary.org/obo/XAO_0003212>	"Each of the bones forming the part of the foot between the toes and the heel."	"UBERON:0010545"
<http://purl.obolibrary.org/obo/XAO_0005188>	"Structure which comprises the majority of the anterior pituitary (adenohypophysis) and where the bulk of pituitary hormone production occurs."	"UBERON:0006964"
<http://purl.obolibrary.org/obo/XAO_0004282>	"Postcranial axial skeleton that is unpaired and located on the sagittal plane of the organism."	
<http://purl.obolibrary.org/obo/XAO_0003179>	"Skeletal subdivision comprising the ventral skeletal elements of the hyoid arch."	"UBERON:0011153"
<http://purl.obolibrary.org/obo/XAO_0003201>	"Epithelium that lines the oral cavity, with many short microvilli as well as mucous cells, rodlet cells and taste buds."	"UBERON:0002424"
<http://purl.obolibrary.org/obo/XAO_0000399>	"An elongated fibroblast type cell, the cytoplasm of which is stretched between the collagen fibres of the tendon."	
<http://purl.obolibrary.org/obo/XAO_0000222>		
<http://purl.obolibrary.org/obo/XAO_0000299>	"Spatial concept denoting the underside or lower surface of the body."	
<http://purl.obolibrary.org/obo/XAO_0004071>	"Decussation of cranial nerve II axons whereby some cross the midline and some remain ipsilateral."	"UBERON:0000959"
<http://purl.obolibrary.org/obo/XAO_0000006>	"The saccular invagination of ectoderm from which the vertebrate inner ear develops."	"UBERON:0003051"
<http://purl.obolibrary.org/obo/XAO_0003157>	"A type of lymphocyte whose defining characteristic is the expression of a T-cell receptor complex, and which develops in the thymus."	"CL:0000084"
<http://purl.obolibrary.org/obo/XAO_0000268>	"A type of germ cell that results from the mitotic division of a primary oogonium."	
<http://purl.obolibrary.org/obo/XAO_0004146>	"A pluripotent cell in the ventral blood island that can give rise to mesenchymal cells including erythrocytes and endothelial cells."	"CL:0002418"
<http://purl.obolibrary.org/obo/XAO_0005125>	"The ventral part of the foregut."	
<http://purl.obolibrary.org/obo/XAO_0004059>	"A portion of tissue that is re-growing after damage or amputation."	"UBERON:0007567"
<http://purl.obolibrary.org/obo/XAO_0003214>	"Either of the paired, elongate, cylindrical bones of endochondral origin that form the thighs, extending from the pelvic girdles to the knees. Proximal bone of the hind leg, which begins to ossify at NF stage 55."	"UBERON:0000981"
<http://purl.obolibrary.org/obo/XAO_0005424>	"The posterior portion of the notochord."	
<http://purl.obolibrary.org/obo/XAO_0004342>	"The 3rd branchial levator muscle, which contributes to raising the branchial apparatus."	
<http://purl.obolibrary.org/obo/XAO_0004419>	"Claw located at the end of the 3rd hindlimb digit."	
<http://purl.obolibrary.org/obo/XAO_0003140>	"Compartment of tail somite 16 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0000084>	"Ventral mesoderm that has grown and curled inward during gastrulation."	
<http://purl.obolibrary.org/obo/XAO_0003118>	"Compartment of trunk somite 6 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0004418>	"Claw located at the end of the 2nd hindlimb digit."	
<http://purl.obolibrary.org/obo/XAO_0006002>	"Lateral plate mesoderm that is located on the right side of the body."	
<http://purl.obolibrary.org/obo/XAO_0000420>	"The 10th somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0004014>	"Bone element that arises as a result of intramembranous ossification."	"UBERON:0007842"
<http://purl.obolibrary.org/obo/XAO_0000097>	"The first of the series of bony or cartilaginous arches that develop in the walls of the mouth cavity and pharynx of the embryo."	"UBERON:0004362"
<http://purl.obolibrary.org/obo/XAO_0000252>	"An anatomical space that is surrounded by a neural tube."	"UBERON:0003842"
<http://purl.obolibrary.org/obo/XAO_0005019>	"The embryonic right and left aortas that develop in parallel with the heart and gain access to it via the aortic arches. Later the paired dorsal aortic anlagen unite and finally form the unpaired descending aorta of the adult."	
